"","Tags","Public Access Level","Rights","Program Contact Name","Program Contact Email","Frequency","Last Updated","Created","Followers","Organization","Social"
"1957","""amphibian"", ""authcdfw"", ""bat"", ""biodiversity"", ""bird"", ""california"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""central"", ""valley"", ""drought"", ""ds282920190626wm"", ""environment"", ""great"", ""valley"", ""mojave"", ""desert"", ""point"", ""count"", ""reptile"", ""terrestrial"", ""species..."", ""tsm"", ""vegetation"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:01 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1958","""apl"", ""authorized"", ""ca"", ""apl"", ""california"", ""departme..."", ""cfh"", ""coronovirus"", ""covid"", ""covid-19"", ""covid19"", ""wic"", ""wic"", ""ebt"", ""wic"", ""food"", ""wic"", ""product""","Public","No restrictions on public use","California Department of Public Health, Center for Family Health, Women, Infants, and Children (WIC) Division","[email protected]","Irregular","June 28, 2021, 17:00 (UTC)","January 2, 2020, 06:01 (UTC)","1","California Department of Public Health","Twitter, Facebook, Linkedin"
"1959","authcdfw, bird, california, departme..., california, natural, ..., caopendata, cdfw, cn, great, gray, owl, ds028020110128wm, forest, habitat, meadow, model, sn, strix, nebulosa)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:01 (UTC)","June 23, 2021, 06:01 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1960","""authcdfw"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cn"", ""great"", ""gray"", ""owl"", ""ds028020110128wm"", ""forest"", ""habitat"", ""meadow"", ""model"", ""sn"", ""strix"", ""nebulosa""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:01 (UTC)","June 23, 2021, 06:01 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1961","""california"", ""departme..."", ""cause"", ""cause"", ""of"", ""death"", ""cdph"", ""chsi"", ""death"", ""icd"", ""icd-10"", ""icd-9"", ""lcod"", ""leading"", ""causes"", ""of"", ""d..."", ""mortality"", ""vital"", ""statistics""","Public","No restrictions on public use","California Department of Public Health, Center for Health Statistics and Informatics, Vital Statistics Branch","[email protected]","Annual","June 28, 2021, 17:00 (UTC)","August 12, 2019, 21:23 (UTC)","0","California Department of Public Health","Twitter, Facebook, Linkedin"
"1962","authcdfw, bird, bird, count, california, california, departme..., california, natural, ..., caopendata, cdfw, ds280020181002wm, north, american, bree..., point, count","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:01 (UTC)","May 5, 2021, 06:06 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1963","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds076020200527wm"", ""regulation"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:01 (UTC)","February 24, 2021, 09:17 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1964","""california"", ""departme..."", ""department"", ""of"", ""healt..."", ""dhcs"", ""eligibility"", ""medi-cal"", ""medi-cal"", ""share"", ""of"", ""cost"", ""medi-cal"", ""soc"", ""met"", ""met"", ""soc"", ""share"", ""of"", ""cost"", ""soc"", ""soc"", ""categories"", ""soc"", ""medi-cal"", ""popula..."", ""soc"", ""population"", ""unmet"", ""unmet"", ""soc""","Public","No restrictions on public use","Medi-Cal Eligibility Division / Data Analytics Section","[email protected]","Annual","June 28, 2021, 16:00 (UTC)","June 18, 2020, 07:00 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"1965","authcdfw, bird, bird, species, of, spe..., california, departme..., california, natural, ..., caopendata, cdfw, ds046320090224wm)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:02 (UTC)","February 24, 2021, 09:08 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1966","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""canal"", ""caopendata"", ""cdfw"", ""central"", ""valley"", ""join..."", ""central"", ""valley"", ""proj..."", ""colusa"", ""cvjv"", ""cvp"", ""cvpia"", ""delevan"", ""delta"", ""mendota"", ""canal"", ""ditch"", ""dmc"", ""ds263520180821wm"", ""east"", ""bear"", ""creek"", ""freitas"", ""grassland"", ""resource"", ""..."", ""gray"", ""lodge"", ""wildlife..."", ""hydrography"", ""incremental"", ""level"", ""4"", ""kern"", ""kesterson"", ""level"", ""2"", ""los"", ""banos"", ""mendota"", ""merced"", ""nwr"", 
""pixley"", ""refuge"", ""water"", ""supply..."", ""restoration"", ""fund"", ""river"", ""rwsp"", ""sacramento"", ""national..."", ""salt"", ""slough"", ""san"", ""luis"", ""stream"", ""sutter"", ""volta"", ""wa"", ""west"", ""bear"", ""creek""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:20 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1967","""aces"", ""aware"", ""ca-osg"", ""california"", ""departme..."", ""certification"", ""dhcs"", ""healthcare"", ""workforce"", ""medi-cal""","Public","No restrictions on public use","Department of Health Care Services and the Office of the California Surgeon General","[email protected] Please add “Provider Directory” in the subject line.","Every Two Months","June 28, 2021, 16:00 (UTC)","September 24, 2020, 07:00 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"1968","cabg, california, office, o..., cardiac, bypass, cardiac, surgery, coronary, artery, byp..., deaths, healthcare, healthcare, quality, heart, bypass, measures, mortality, rate, outcome, patient, performance, rating, risk-adjusted, rate, surgeon, quality","Public","No restrictions on public use","Office of Statewide Health Planning and Development,  Information Services Division/Healthcare Analytics Branch","[email protected]","Irregular","June 28, 2021, 07:00 (UTC)","December 13, 2018, 22:37 (UTC)","0","California Office of Statewide Health Planning & Development","Twitter, Facebook, Linkedin"
"1969","""abx1"", ""1"", ""california"", ""departme..."", ""california"", ""eligibil..."", ""cohs"", ""county"", ""organized"", ""he..."", ""dhcs"", ""iap"", ""insurance"", ""affordabi..."", ""managed"", ""care"", ""medi-cal"", ""medi-cal"", ""eligibility"", ""medi-cal"", ""enrollment"", ""medi-cal"", ""managed"", ""care"")","Public","No restrictions on public use","Medi-Cal Eligibility Division / Program Review Branch / Data Analytics Section","[email protected]","Quarterly","June 28, 2021, 16:00 (UTC)","August 12, 2019, 20:07 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"1970","""abx1"", ""1"", ""california"", ""departme..."", ""california"", ""eligibil..."", ""choice"", ""default"", ""iap"", ""insurance"", ""affordabi..."", ""managed"", ""care"", ""managed"", ""care"", ""health..."", ""medi-cal"", ""medi-cal"", ""eligibility"", ""medi-cal"", ""enrollment""","Public","No restrictions on public use","Medi-Cal Eligibility Division / Program Review Branch / Data Analytics Section","[email protected]","Quarterly","June 28, 2021, 16:00 (UTC)","August 12, 2019, 20:07 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"1971","bay, delta, california, departme..., hydrodynamic, modeling, water, quality)","Public","No restrictions on public use","Nicky Sandhu","[email protected]","Irregular","June 23, 2021, 04:00 (UTC)","September 18, 2019, 09:01 (UTC)","0","California Department of Water Resources","Twitter, Facebook, Linkedin"
"1972","""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""central"", ""valley"", ""dwr"", ""flood"", ""flood"", ""control"", ""distr..."", ""flood"", ""management"", ""di..."", ""local"", ""maintaining"", ""a..."", ""reclamation"", ""districts"", ""sacramento"", ""river"", ""san"", ""joaquin"", ""river""","Public","No restrictions on public use","[email protected]","[email protected]","Irregular","June 23, 2021, 04:00 (UTC)","November 18, 2020, 09:00 (UTC)","0","California Department of Water Resources","Twitter, Facebook, Linkedin"
"1973","""address"", ""california"", ""california"", ""departme..."", ""cdfw"", ""dfg"", ""facilities"", ""hatcheries"", ""location"", ""structure""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:01 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1974","california, energy, c..., california, natural, ..., caopendata, eei, storymap","Public","No restrictions on public use","tdavid_CAEnergy","[email protected]","Irregular","June 28, 2021, 02:00 (UTC)","November 23, 2020, 02:01 (UTC)","0","California Energy Commission","Twitter, Facebook, Linkedin"
"1975","""california"", ""departme..."", ""cdfw"", ""complex"", ""edge"", ""inlandwaters"", ""measured"", ""meters"", ""route"", ""stream"", ""stream"", ""based"", ""whole"", ""stream"")","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:20 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1976","""2005"", ""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""cir"", ""dfg"", ""naip""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:20 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1977","2005, aerial, imagery, ca, california, california, departme..., cdfg, cdfw, cir, dfg, naip, ndvi)","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1978","""aerial"", ""imagery"", ""ca"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""ndvi"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1979","""2012"", ""4-band"", ""aerial"", ""imagery"", ""california"", ""california"", ""departme..."", ""cdfg"", ""cdfw"", ""dfg"", ""fish"", ""fish"", ""and"", ""game"", ""naip"", ""natural"", ""color"", ""usda""","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1980","2012, aerial, imagery, ca, california, california, departme..., cdfg, cdfw, cir, dfg, fish, fish, and, game, naip, usda","Public","No restrictions on public use","cdfwgis","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1981","""calgem"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""division"", ""of"", ""oil"", ""gas..."", ""doggr"", ""gas"", ""gas"", ""seeps"", ""geologic"", ""energy"", ""man..."", ""natural"", ""seeps"", ""oil"", ""oil"", ""gas"", ""seeps"", ""oil"", ""and"", ""gas"", ""oil"", ""seeps"", ""petroleum"", ""seeps"", ""tar"", ""tr26"")","Public","No restrictions on public use","gis_cadoc","[email protected]","Irregular","June 28, 2021, 02:00 (UTC)","October 19, 2020, 04:01 (UTC)","0","California Department of Conservation","Twitter, Facebook, Linkedin"
"1982","""age"", ""california"", ""departme..."", ""dds"", ""developmental"", ""services"", ""diagnosis"", ""population"", ""residence"", ""status""","Public","No restrictions on public use","California Department of Developmental Services","[email protected]; [email protected]","Annual","June 24, 2021, 00:00 (UTC)","August 14, 2019, 15:06 (UTC)","0","California Department of Developmental Services","Twitter, Facebook, Linkedin"
"1983","accessible, technolo..., california, departme..., department, of, rehab..., department, of, rehab..., job, retraining, physical, rehabilita..., rehabilitation, act, rehabilitation, center, rehabilitation, comm..., rehabilitation, coun..., rehabilitation, faci..., rehabilitation, program, rehabilitation, spec..., rehabilitation, trai..., retraining, vocational, rehabili...)","Public","No restrictions on public use","Business Services","[email protected]","Irregular","June 23, 2021, 01:00 (UTC)","August 14, 2019, 14:46 (UTC)","0","California Department of Rehabilitation","Twitter, Facebook, Linkedin"
"1984","""california"", ""ocean"", ""pr..."", ""ecological"", ""data"", ""evaluation"", ""marine"", ""protected"", ""area"", ""monitoring"", ""mpa"", ""mpa"", ""monitoring"", ""mpa"", ""network"", ""mpa"", ""performance"", ""oceans""","Public","No restrictions on public use","Steve Wertz, California Department of Fish and Wildlife","[email protected]","Irregular","June 22, 2021, 01:00 (UTC)","January 19, 2019, 06:01 (UTC)","0","California Ocean Protection Council","Twitter, Facebook, Linkedin"
"1985","""amphibian"", ""authcdfw"", ""bat"", ""biodiversity"", ""bird"", ""california"", ""california"", ""departme..."", ""cdfw"", ""central"", ""desert"", ""drought"", ""environment"", ""great"", ""mojave"", ""monitoring"", ""reptile"", ""species"", ""stressor"", ""terrestrial"", ""transect"", ""tsm"", ""valley"", ""vegetation""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:06 (UTC)","February 24, 2021, 09:17 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"1986","broadband, high, speed, internet, internet","Public","No Restrictions on Public Use","admin","[email protected]","Irregular","October 23, 2019, 18:11 (UTC)","August 10, 2019, 03:59 (UTC)","0","California Public Utilities Commission","Twitter, Facebook, Linkedin"
"1987","""CAOpenData"", ""California"", ""Departme..."", ""California"", ""State"", ""Tr..."", ""Caltrans"", ""Coronavirus"", ""Covid"", ""Covid-19"", ""Covid19"", ""Postmile"", ""SHN"")","Public","No restrictions on public use","Division of Research, Innovation and System Information","[email protected]","Irregular","September 17, 2020, 01:18 (UTC)","September 12, 2020, 00:07 (UTC)","0","Caltrans","Twitter, Facebook, Linkedin"
"1988","""baseline"", ""biota"", ""california"", ""california"", ""ocean"", ""pr..."", ""citizen"", ""science"", ""deep"", ""ecosystems"", ""and..."", ""ecological"", ""data"", ""environmental"", ""estuaries"", ""fishing"", ""pressure"", ""human"", ""uses"", ""kelp"", ""and"", ""shallow"", ""rock"", ""marine"", ""protected"", ""area"", ""mid-depth"", ""rock"", ""monitoring"", ""mpa"", ""mpa"", ""report"", ""nearshore"", ""pelagic"", ""network"", ""north"", ""coast"", ""mpa"", ""report"", ""north"", ""coast"", ""report"", ""oceans"", ""rocky"", ""intertidal"", ""soft"", ""bottom"", ""interti..."", 
""soft"", ""bottom"", ""subtidal""","Public","No restrictions on public use","Stephen Wertz, MPA Project Manager","[email protected]","Irregular","June 22, 2021, 01:00 (UTC)","January 16, 2019, 22:48 (UTC)","0","California Ocean Protection Council","Twitter, Facebook, Linkedin"
